TIC,Sector,snr,period_d,period_h,angDist,designation,ra,ra_error,dec,dec_error,parallax,g_rp,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg
173855784,17,2.72074645144653,0.157610135315222,3.78264324756533,3.199293,Gaia DR2 1936792210526866816,350.342393403088,0.062922810314794,43.6356151981861,0.058347397146085,22.0311484128225,1.325305,350.34122088191,43.63535129996,,,669-116158,23212187+4338072,,J232122.09+433807.9,1.93679221052687E+018,52789426,,STAR,tmgaia2,tmgaia2,197.096,0.147,61.291,0.13,gaia2,22.0311,0.0996,16.84,0.2,14.7526,0.00064,13.312,0.007,cdwrf,cdwrf,3070,157,4.9518,0.0091,,,0.277,0.008,0.251,0.02,45.3324,0.2062,,,,,350.34239340309,43.63561519819
269048046,24,2.71110223179284,0.155898445572776,3.74156269374662,1.544818,Gaia DR2 2210213711243777664,349.514175773302,0.050136413762211,65.4638716103047,0.050562932812604,20.6354967292054,1.3070841,349.51314628371,65.46390867153,,,778-050620,23180316+6527500,,J231803.32+652749.9,2.21021371124378E+018,,,STAR,tmgaia2,tmgaia2,99.293,0.106,-8.609,0.088,gaia2,20.6355,0.0635,17.25,0.2,15.5275,0.000719,14.111,0.007,cdwrf,cdwrf,3101,157,5.05,0.0233,,,0.208,0.006,0.177,0.02,48.3931,0.1498,,,0.1494,0.1502,349.5141757733,65.4638716103
237104308,23,3.38719654115837,0.15507278709479,3.72174689027497,3.47074,Gaia DR2 1646751694636140928,241.277026802768,0.143092229572415,69.2100661361346,0.122388126382806,21.2043628478693,1.4717093,241.27818422795,69.20919395586,,,,16050677+6912329,,J160506.57+691235.2,1.64675169463614E+018,,,STAR,tmgaia2,tmgaia2,-95.42,2,202.57,2,sblink,,,19.31,0.2,16.6408,0.001345,14.985,0.009,cdwrf,cdwrf,2828,157,5.1149,0.0341,,,0.174,0.005,0.144,0.02,,,,,,,241.27702680277,69.21006613613
470768963,18,3.55927560645362,0.154730989211222,3.71354374106932,3.461634,Gaia DR2 509442567963973376,22.7278631918197,0.05580321279182,59.9640295070962,0.067839110581437,30.0056640670223,1.4648609,22.72760310412,59.96498221865,,,,01305463+5957539,,J013054.67+595751.5,5.09442567963973E+017,,,STAR,tmgaia2,tmgaia2,30.236,0.1,-221.275,0.135,gaia2,30.0057,0.0944,18.86,0.2,16.6341,0.000765,14.989,0.008,cdwrf,cdwrf,2832,157,5.2195,0.0555,,,0.134,0.004,0.108,0.02,33.2955,0.1054,,,0.1051,0.1058,22.72786319182,59.9640295071
293164461,4,2.72568116992396,0.154609875165671,3.7106370039761,3.597899,Gaia DR2 4775328880906229120,66.399509921628,0.071614760136117,-57.346351679804,0.059630264582919,30.5391816907025,1.3698301,66.39911980061,-57.34732867865,,,,04253577-5720503,,J042535.85-572048.2,4.77532888090623E+018,27221428,,STAR,tmgaia2,tmgaia2,48.888,0.172,226.916,0.14,gaia2,30.5392,0.0684,14.737,0.056,15.0142,0.000634,13.508,0.008,cdwrf,cdwrf,2955,157,5.0498,0.023,,,0.208,0.006,0.177,0.02,32.7141,0.0737,,,0.0736,0.0739,66.39950992163,-57.3463516798
144282456,20,3.19149638344851,0.149942900786648,3.59862961887954,3.228986,Gaia DR2 958297608506090880,97.9613748383511,0.076959541300272,41.4950708123456,0.077901649514968,35.8976746665798,1.3347769,97.96141074841,41.49596734957,,,658-045026,06315073+4129458,,J063150.72+412943.2,9.58297608506091E+017,53090330,,STAR,tmgaia2,tmgaia2,-6.247,0.157,-208.228,0.145,gaia2,35.8977,0.0804,14.783,0.029,13.0646,0.001702,11.606,0.008,cdwrf,cdwrf,3028,157,4.8619,0.0005,,,0.362,0.011,0.349,0.02,27.8347,0.0627,,,,,97.96137483835,41.49507081235
32255963,3,2.98041885852874,0.149596438134956,3.59031451523894,1.745505,Gaia DR2 5015236923608697600,22.7309177952701,0.115424841741248,-33.4846460005935,0.104595379685346,31.7367765821042,1.362319,22.73033650168,-33.48463947572,,,283-001560,01305527-3329046,,J013055.37-332904.7,5.0152369236087E+018,,,STAR,tmgaia2,tmgaia2,112.603,3.171,-1.515,3.171,hsoy,,,16.955,0.252,14.6924,0.000448,13.196,0.007,cdwrf,cdwrf,2971,157,5.0357,0.0209,,,0.216,0.007,0.186,0.02,,,,,,,22.73091779527,-33.48464600059
86265580,20,6.41895806806749,0.1492667591443,3.5824022194632,1.87981,Gaia DR2 1040219677270120448,139.953846131641,0.038129026671909,62.4505583940435,0.050333855953365,38.7917616879675,1.3217592,139.95479179852,62.45084362701,,,763-041188,09194916+6227032,1.23766353026476E+018,J091949.00+622702.3,1.04021967727012E+018,59098083,,STAR,tmgaia2,tmgaia2,-101.585,0.07,-66.248,0.104,gaia2,38.7918,0.0667,16.206,0.097,14.53,0.000674,13.089,0.007,cdwrf,cdwrf,3048,157,5.088,0.03,,,0.187,0.006,0.157,0.02,25.7596,0.0446,,,0.0446,0.0447,139.95384613164,62.45055839404
308126348,18,3.08264991125285,0.148201809222747,3.55684342134592,3.257389,Gaia DR2 400262334623022592,22.3038207808043,0.278019880194323,48.3263862166741,0.1939060197644,22.7469933507267,1.2942038,22.30247313505,48.32651210325,,,692-008715,01291257+4819354,,J012912.81+481935.1,4.00262334623023E+017,54183388,,STAR,tmgaia2,tmgaia2,208.11,2,-29.24,2,sblink,,,15.98,0.2,14.1384,0.001728,12.74,0.008,cdwrf,cdwrf,3137,157,4.8922,0.0016,,,0.332,0.01,0.313,0.02,,,,,,,22.3038207808,48.32638621667
364017175,12,6.77593840498803,0.147082669190287,3.52998406056688,1.56394,Gaia DR2 5809284739228623232,251.126171703533,0.035650933508897,-67.7936802505979,0.048378196804404,23.6789395913079,1.4283285,251.12647551915,-67.79326127283,,,,16443034-6747356,,J164430.30-674736.7,5.80928473922862E+018,32172522,,STAR,tmgaia2,tmgaia2,-26.67,0.076,-97.311,0.135,gaia2,23.6789,0.0749,,,14.5404,0.000467,12.942,0.008,cdwrf,cdwrf,2847,157,4.8824,0.0012,,,0.341,0.01,0.324,0.02,42.1808,0.1343,,,0.1339,0.1347,251.12617170353,-67.7936802506
220617943,6,3.26047329667931,0.145756809672806,3.49816343214735,0.572259,Gaia DR2 4803040765814974592,84.4482329747746,0.054738431592216,-42.6751535950715,0.053366722707141,33.3407378174085,1.3619423,84.44816489937,-42.67530447119,,,237-006732,05374756-4240311,,J053747.57-424030.7,4.80304076581497E+018,19826852,,STAR,tmgaia2,tmgaia2,11.624,0.119,35.042,0.109,gaia2,33.3407,0.0616,16.121,0.126,13.7281,0.0008,12.232,0.008,cdwrf,cdwrf,2973,157,4.9099,0.004,,,0.315,0.009,0.293,0.02,29.9675,0.0558,,,0.0557,0.0558,84.44823297477,-42.67515359507
298160985,22,4.91492448426444,0.143670738197599,3.44809771674238,2.121486,Gaia DR2 1670742145000989312,220.107889050328,0.043520280027412,68.6740137975681,0.038950170646968,31.9786832736872,1.2731466,220.10938493598,68.67378725415,,,794-023369,14402624+6840256,,J144026.00+684026.2,1.67074214500099E+018,59609818,,STAR,tmgaia2,tmgaia2,-126.353,0.082,52.615,0.074,gaia2,31.9787,0.0433,16.39,0.2,14.6797,0.001015,13.309,0.008,cdwrf,cdwrf,3172,157,5.0809,0.0286,,,0.191,0.006,0.16,0.02,31.2426,0.0426,,,0.0425,0.0426,220.10788905033,68.67401379757
43213934,23,3.06294174756729,0.143574477632755,3.44578746318611,1.648669,Gaia DR2 1477762323724646272,214.942955521522,0.067240930437222,31.6191841021844,0.07781291526382,52.6479182423169,1.4623184,214.94242860137,31.61927575131,,,,14194617+3137094,,,1.47776232372465E+018,,,STAR,tmgaia2,tmgaia2,104.214,0.172,-21.287,0.166,gaia2,52.6479,0.1028,17.51,0.2,15.4664,0.000927,13.816,0.008,cdwrf,cdwrf,2826,157,5.2348,0.0592,,,0.129,0.004,0.104,0.02,18.9838,0.0373,,,0.0372,0.0374,214.94295552152,31.61918410218
259293409,18,4.69393494401634,0.143501855999101,3.44404454397842,2.672399,Gaia DR2 433763831149781376,42.9627574731204,0.078215519061137,44.5694945574477,0.062490629785293,32.7901971132643,1.400281,42.96187538399,44.56988974636,,,,02515084+4434117,1.23766105527917E+018,,4.33763831149781E+017,,,STAR,tmgaia2,tmgaia2,145.95,0.215,-91.787,0.154,gaia2,32.7902,0.1006,15.39,0.2,15.4349,0.001974,13.889,0.009,cdwrf,cdwrf,2918,157,5.1251,0.0362,,,0.17,0.005,0.14,0.02,30.4705,0.094,,,0.0937,0.0944,42.96275747312,44.56949455745
409372963,23,3.62494285060422,0.143421792599155,3.44212302237973,1.509551,Gaia DR2 1287845363887270400,218.380392642003,0.037905937352478,34.2963374104373,0.054190681898408,20.9043015360192,1.4224854,218.38086450195,34.29649190923,,,622-049234,14333139+3417472,1.23766222407932E+018,J143331.32+341746.9,1.28784536388727E+018,,,STAR,tmgaia2,tmgaia2,-90.539,0.074,-35.884,0.117,gaia2,20.9043,0.077,17.23,0.2,15.1778,0.000593,13.6,0.008,cdwrf,cdwrf,2884,157,4.9339,0.0065,,,0.293,0.009,0.268,0.02,47.772,0.1771,,,0.1765,0.1778,218.380392642,34.29633741044
389051009,1,5.61562712412274,0.143210380758498,3.43704913820396,3.192181,Gaia DR2 6405457982659103872,333.461395342801,0.052847759401629,-63.7020468439849,0.063897401382588,72.0956343042482,1.4442215,333.46027119653,-63.70278048475,,,132-176809,22135048-6342100,,J221350.65-634208.2,6.4054579826591E+018,,,STAR,tmgaia2,tmgaia2,115.671,0.105,170.395,0.122,gaia2,72.0956,0.0818,16.7,0.2,14.6573,0.000658,13.032,0.008,cdwrf,cdwrf,2832,157,5.219,0.0554,,,0.134,0.004,0.108,0.02,13.8649,0.0159,,,0.0158,0.0159,333.4613953428,-63.70204684398
260972843,12,4.59975122613747,0.142252045767899,3.41404909842958,2.950816,Gaia DR2 4624131566637811200,75.475787392584,0.062336451857478,-78.9362211043687,0.063545436217018,29.7280539444921,1.3425837,75.47398866964,-78.93696455656,,,056-003355,05015375-7856131,,J050154.04-785611.2,4.62413156663781E+018,34611562,,STAR,tmgaia2,tmgaia2,80.165,0.109,172.674,0.133,gaia2,29.7281,0.0708,16.4,0.2,14.7637,0.001414,13.298,0.008,cdwrf,cdwrf,3023,157,5.0301,0.0199,,,0.22,0.007,0.189,0.02,33.6058,0.0806,,,0.0803,0.0808,75.47578739258,-78.93622110437
100327960,27,3.05838730676744,0.142003665892375,3.40808798141699,2.591627,Gaia DR2 6475208492064361216,307.335006690265,0.046315201030119,-51.4962229106395,0.040199079321479,26.7212542971212,1.2886896,307.33473266827,-51.49552352018,,,193-200784,20292032-5129437,,J202920.38-512945.5,6.47520849206436E+018,25141004,,STAR,tmgaia2,tmgaia2,39.623,0.087,-162.439,0.077,gaia2,26.7213,0.0607,16,0.2,14.3926,0.000769,13.002,0.008,cdwrf,cdwrf,3144,157,4.9816,0.0127,,,0.254,0.008,0.225,0.02,37.3832,0.0855,,,0.0853,0.0857,307.33500669027,-51.49622291064
198557860,18,3.35263921122365,0.140406862414321,3.36976469794371,1.228777,Gaia DR2 1627909570029879680,238.294684090303,0.053562259554661,62.5960090476288,0.051687661053173,21.0821719372353,1.3115883,238.29526909747,62.595799275,,,763-046084,15531086+6235447,1.23766850436262E+018,J155310.76+623545.4,1.62790957002988E+018,,,STAR,tmgaia2,tmgaia2,-62.537,0.1,48.721,0.105,gaia2,21.0822,0.0553,16.1,0.2,14.5189,0.000481,13.096,0.007,cdwrf,cdwrf,3092,157,4.9179,0.0049,,,0.307,0.009,0.285,0.02,47.3689,0.1251,,,0.1248,0.1255,238.2946840903,62.59600904763
408094501,16,4.17897561481097,0.139834065495313,3.35601757188752,1.434264,Gaia DR2 2217606724349809792,326.468871712381,0.065649767634192,64.4114821153404,0.074798757798072,26.2079042565584,1.365922,326.46796098967,64.4115454184,,,773-052474,21455230+6424416,,J214552.45+642441.4,2.21760672434981E+018,,,STAR,tmgaia2,tmgaia2,91.357,0.144,-14.703,0.153,gaia2,26.2079,0.0774,17.27,0.2,15.0992,0.000795,13.6,0.007,cdwrf,cdwrf,2972,157,5.0261,0.0196,,,0.223,0.007,0.192,0.02,38.1149,0.1133,,,0.113,0.1137,326.46887171238,64.41148211534
141209440,15,2.77316962209173,0.137280779623807,3.29473871097138,0.906878,Gaia DR2 1547730089757145088,186.578900239755,0.044190058100459,51.010593477691,0.047207821835317,27.5805609812907,1.333518,186.57861685745,51.01041552056,,,706-050963,12261886+5100375,1.23766115244966E+018,J122618.90+510037.9,1.54773008975714E+018,,,STAR,tmgaia2,tmgaia2,41.411,0.082,41.332,0.093,gaia2,27.5806,0.0811,17.95,0.2,15.4555,0.000712,14.003,0.007,cdwrf,cdwrf,3047,157,5.1196,0.0356,,,0.172,0.005,0.142,0.02,36.2199,0.1072,,,0.1068,0.1075,186.57890023976,51.01059347769
77959225,6,4.21838980377036,0.136609938965466,3.27863853517119,0,Gaia DR2 4827556988896385536,79.5473957566734,0.097165191607521,-31.0313701896735,0.103658957865955,21.9066028947651,1.4903727,79.54739575667,-31.03137018967,,,,05181131-3101529,,J051811.35-310152.9,4.82755698889639E+018,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,15.8078,0.000989,14.12,0.008,cdwrf,cdwrf,2821,157,4.9916,0.0141,,,0.246,0.007,0.217,0.02,,,,,,,79.54739575667,-31.03137018967
193680874,25,5.40414966854065,0.135924914681817,3.2621979523636,0.777476,Gaia DR2 1363214755667216896,267.330034814933,0.074824512145778,47.9348445084406,0.088108606504344,31.0274515148937,1.4382124,267.33033043067,47.93475839695,,,,17491928+4756050,1.23765653053492E+018,J174919.22+475605.3,1.36321475566722E+018,,,STAR,tmgaia2,tmgaia2,-46,8,20,8,sblink,,,17.19,0.2,14.9559,0.001013,13.348,0.008,cdwrf,cdwrf,2847,157,5.0103,0.0174,,,0.233,0.007,0.203,0.02,,,,,,,267.33003481493,47.93484450844
400361232,26,4.2799620701469,0.132786113787946,3.18686673091069,2.643547,Gaia DR2 4549983418742839808,263.470966602662,0.368006405488897,16.9197327169153,0.355876944459349,62.3715260716875,1.371068,263.47145264134,16.92030104762,,,535-065571,17335314+1655129,,J173353.07+165511.6,4.54998341874284E+018,43920562,,STAR,tmgaia2,tmgaia2,-108,8,-132,8,sblink,,,14.377,0.063,12.3987,0.001486,10.888,0.008,cdwrf,cdwrf,2950,157,4.9104,0.0036,,,0.314,0.01,0.293,0.02,,,,,,,263.47096660266,16.91973271692
299178185,3,3.17436953774619,0.132744158874682,3.18585981299237,1.983152,Gaia DR2 2477307900491357440,22.4278928389174,0.182894074639292,-8.39978292048909,0.104757535855898,27.2344139094478,1.3900471,22.42741844483,-8.39949444798,,,409-001745,01294256-0823580,,J012942.65-082358.8,2.47730790049136E+018,2869002,,STAR,tmgaia2,tmgaia2,109,8,-67,8,sblink,,,16.128,0.06,14.2333,0.000973,12.696,0.008,cdwrf,cdwrf,2914,157,4.9077,0.0031,,,0.317,0.01,0.296,0.02,,,,,,,22.42789283892,-8.39978292049
179232002,9,4.67948184915729,0.131908171535303,3.16579611684726,2.191907,Gaia DR2 5475243898288297088,158.833856600627,0.120561415063297,-20.9773596393195,0.127077709269646,44.1470524090044,1.4438677,158.83450646256,-20.97730944263,,,,10352029-2058382,,J103520.17-205838.4,5.4752438982883E+018,,,STAR,tmgaia2,tmgaia2,-140.932,0.233,-11.658,0.218,gaia2,44.1471,0.1598,17.64,0.2,15.4265,0.001571,13.811,0.008,cdwrf,cdwrf,2843,157,5.181,0.0468,,,0.147,0.004,0.12,0.02,22.6373,0.0825,,,0.0822,0.0828,158.83385660063,-20.97735963932
356838394,10,3.45369308519493,0.1308951182454,3.14148283788961,3.363528,Gaia DR2 5296347755815266816,135.381437376721,0.051913583438244,-65.4436283921248,0.05493105941579,55.6138906703341,1.3031836,135.38213840525,-65.44451612287,,,123-018896,09013172-6526402,,J090131.57-652637.9,5.29634775581527E+018,,,STAR,tmgaia2,tmgaia2,-67.664,0.103,206.183,0.102,gaia2,55.6139,0.0609,14.73,0.2,13.3712,0.000626,11.958,0.007,cdwrf,cdwrf,3100,157,5.0465,0.0226,,,0.21,0.006,0.179,0.02,17.9718,0.0198,,,0.0198,0.0198,135.38143737672,-65.44362839212
350215424,1,3.64371984406454,0.130722838623239,3.13734812695773,1.661564,Gaia DR2 6486292634424012416,355.681367817258,0.044883774448143,-62.415999058423,0.041879554126497,22.868861985567,1.338994,355.68061842899,-62.4156947363,,,138-194371,23424333-6224564,,J234243.46-622457.2,6.48629263442401E+018,,,STAR,tmgaia2,tmgaia2,80.595,0.084,-70.681,0.083,gaia2,22.8689,0.0621,16.816,0.149,14.6649,0.001501,13.202,0.008,cdwrf,cdwrf,3019,157,4.941,0.0075,,,0.286,0.009,0.261,0.02,43.6728,0.1194,,,0.119,0.1197,355.68136781726,-62.41599905842
26711126,12,3.02755689725208,0.130704176984039,3.13690024761694,4.370589,Gaia DR2 5930568602785283072,248.951791038725,0.084311113690709,-53.7518196962473,0.055713390324415,43.52971742954,1.3204832,248.95279885949,-53.7507619591,,,182-163166,16354867-5345026,,,5.93056860278528E+018,,,STAR,tmgaia2,tmgaia2,-138.408,0.171,-245.667,0.103,gaia2,43.5297,0.0899,14.52,0.2,14.2614,0.000737,12.825,0.007,cdwrf,cdwrf,3063,157,5.0924,0.0306,,,0.185,0.006,0.154,0.02,22.9577,0.0477,,,0.0476,0.0478,248.95179103873,-53.75181969625
279482950,5,3.07092927431112,0.130688311349268,3.13651947238243,1.722481,Gaia DR2 5110641513191522304,58.5834157209538,0.403559473075344,-14.6270108762778,0.341112651124726,52.4556028156022,1.5582571,58.58367118243,-14.62742054912,,,,03542008-1437388,,J035420.03-143737.7,5.11064151319152E+018,,,STAR,tmgaia2,tmgaia2,-57.41,2,95.15,2,sblink,,,,,15.3976,0.004123,13.634,0.008,cdwrf,cdwrf,2815,157,5.1797,0.0459,,,0.148,0.005,0.12,0.02,,,,,,,58.58341572095,-14.62701087628
234334620,2,7.4140023875682,0.129261689272329,3.10228054253589,2.445556,Gaia DR2 4696236783272318208,36.54809946578,0.079538746209513,-67.0151551367813,0.068076227177476,26.218274193942,1.3696499,36.54649335377,-67.01541617926,,,,02261114-6700555,,J022611.42-670054.8,4.69623678327232E+018,,,STAR,tmgaia2,tmgaia2,145.663,0.143,60.631,0.126,gaia2,26.2183,0.0831,,,15.6964,0.0013,14.196,0.008,cdwrf,cdwrf,2980,157,5.1122,0.0336,,,0.176,0.005,0.146,0.02,38.0999,0.1215,,,0.1211,0.1219,36.54809946578,-67.01515513678
260127241,3,3.37424864276785,0.127084507656774,3.05002818376257,2.366232,Gaia DR2 5495961824092034176,92.1506428492424,0.177441645759081,-57.0605207230054,0.180793620554999,26.9660294316584,1.3220749,92.15039338768,-57.06116386082,,,165-007306,06083609-5703401,,J060836.13-570338.6,5.49596182409203E+018,27282455,,STAR,tmgaia2,tmgaia2,31.504,3.279,149.374,3.279,hsoy,,,16.244,0.217,14.2907,0.000703,12.853,0.007,cdwrf,cdwrf,3069,157,4.9502,0.0084,,,0.279,0.009,0.252,0.02,,,,,,,92.15064284924,-57.06052072301
166739932,3,2.51921166217344,0.125507633282374,3.01218319877698,2.027358,Gaia DR2 4744951264416837760,36.6338878712512,0.064120735085139,-52.4882949837975,0.059904240065224,25.7058302260684,1.4163198,36.63471083998,-52.4880380482,,,,02263232-5229169,,J022632.19-522917.5,4.74495126441684E+018,,,STAR,tmgaia2,tmgaia2,-116.391,0.121,-59.675,0.114,gaia2,25.7058,0.0762,18.56,0.2,16.247299,0.002103,14.678,0.009,cdwrf,cdwrf,2887,157,5.1487,0.0406,,,0.16,0.005,0.131,0.02,38.8585,0.1159,,,0.1155,0.1162,36.63388787125,-52.4882949838
284867859,21,3.46336995845619,0.12276567260586,2.94637614254064,4.061428,Gaia DR2 716093441928089600,132.068393987007,0.094416746390694,33.1521414140936,0.061709242181177,34.7761742072798,1.416872,132.06968199996,33.15247298433,,,,08481673+3309088,1.23766063544894E+018,J084816.51+330908.0,7.1609344192809E+017,,,STAR,tmgaia2,tmgaia2,-250.455,0.174,-77.011,0.128,gaia2,34.7762,0.1317,18.1,0.2,15.9016,0.001215,14.328,0.008,cdwrf,cdwrf,2878,157,5.2056,0.0524,,,0.138,0.004,0.112,0.02,28.7322,0.1095,,,0.1092,0.1099,132.06839398701,33.15214141409
144653213,4,4.04315376967279,0.122014764016204,2.92835433638889,1.466942,Gaia DR2 5084713036143375744,54.1314598721766,0.162215208683308,-26.3328717328977,0.213372909595962,22.0448849747831,1.4105825,54.13102270285,-26.33275978779,,,319-003817,03363144-2619578,,J033631.51-261958.2,5.08471303614338E+018,,,STAR,tmgaia2,tmgaia2,91,8,-26,8,sblink,,,16.832,1.133,14.289,0.000707,12.727,0.008,cdwrf,cdwrf,2897,157,4.8492,0.0025,,,0.376,0.012,0.364,0.021,,,,,,,54.13145987218,-26.3328717329
192019601,20,3.11438346872989,0.120548185135249,2.89315644324597,0.317036,Gaia DR2 954291121277998208,104.072206957281,0.088958884525333,45.7997310831933,0.089456662050963,25.7661572153352,1.3670902,104.07221410067,45.79964315858,,,,06561733+4547587,,J065617.32+454758.9,9.54291121277998E+017,,,STAR,tmgaia2,tmgaia2,-1.157,0.156,20.421,0.151,gaia2,25.7662,0.0877,,,15.7311,0.001321,14.228,0.008,cdwrf,cdwrf,2956,157,5.114,0.0344,,,0.175,0.005,0.145,0.02,38.7678,0.1329,,,0.1324,0.1333,104.07220695728,45.79973108319
279354493,18,2.50367032439861,0.120302115418664,2.88725077004793,1.727041,Gaia DR2 517079397763382144,35.7514420738147,0.040013098875205,66.0119390648911,0.045280316266346,23.8710602476332,1.2918291,35.75123980506,66.01241169851,,,781-007188,02230030+6600446,,,5.17079397763382E+017,59810379,,STAR,tmgaia2,tmgaia2,19.099,0.069,-109.773,0.087,gaia2,23.8711,0.0663,16.16,0.2,15.1832,0.001213,13.786,0.008,cdwrf,cdwrf,3126,157,5.0539,0.0236,,,0.206,0.006,0.175,0.02,41.8415,0.1169,,,0.1165,0.1172,35.75144207381,66.01193906489
125835702,11,4.04024376299277,0.116017196556108,2.78441271734659,0,Gaia DR2 6119528334597735296,216.077896116859,0.180913998645079,-35.2427571909762,0.170794614225422,52.3878107074055,1.495409,216.07789611686,-35.24275719098,,,,14241870-3514325,,J142418.69-351433.5,6.11952833459774E+018,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,15.8101,0.001544,14.113,0.008,cdwrf,cdwrf,2818,157,5.2397,0.0603,,,0.127,0.004,0.102,0.02,,,,,,,216.07789611686,-35.24275719098
71262585,8,3.42914619717615,0.115016735992409,2.76040166381782,4.860313,Gaia DR2 5764544369835819776,134.679014345127,0.082590738134472,-0.696460011051698,0.053717027491239,41.5179204455296,1.4197416,134.68035288189,-0.69628303918,,,,08584330-0041466,1.23765079514127E+018,,5.76454436983582E+018,420640,,STAR,tmgaia2,tmgaia2,-310.863,0.16,-41.103,0.142,gaia2,41.5179,0.1031,17,0.2,15.3592,0.001155,13.779,0.008,cdwrf,cdwrf,2867,157,5.1688,0.045,,,0.152,0.005,0.124,0.02,24.0695,0.0602,,,0.0601,0.0603,134.67901434513,-0.69646001105
44984200,9,4.74892413964836,0.112987937221424,2.71171049331418,4.744997,Gaia DR2 5302788969813884160,129.508532546554,0.224868714376319,-58.9342571510546,0.203825960278636,90.0357145125974,1.540246,129.5093,-58.933,,,156-016988,08380224-5855583,,,,,,STAR,2mass,2mass,-41,8,-330,8,tic7,,,16.95,0.2,,,12.583,0.059,cdwrf,cdwrf,,,5.2085,0.3297,,,0.127,0.018,0.095,0.016,,,,,,,129.509354,-58.93288
402980664,26,5.17138120977171,0.110389202877625,2.64934086906299,3.231207,Gaia DR2 565706429072383232,16.7331752127288,0.061921999248744,80.4594586435687,0.047903615968597,46.8745160753109,1.2723732,16.72779961879,80.4595671467,,,853-001220,01065474+8027344,,J010655.53+802734.2,5.65706429072383E+017,60909351,,STAR,tmgaia2,tmgaia2,206.935,0.101,-25.21,0.098,gaia2,46.8745,0.0716,13.943,0.032,12.4799,0.000853,11.107,0.008,cdwrf,cdwrf,3160,157,4.899,0.0027,,,0.325,0.01,0.305,0.02,21.3205,0.0328,,,0.0328,0.0328,16.73317521273,80.45945864357
129764950,3,2.82226592894343,0.109032504376316,2.61678010503158,4.750719,Gaia DR2 4965627680518079872,35.5777253291685,0.04459623514029,-36.8637836510083,0.055391864295824,32.9079934836472,1.374732,35.57622393527,-36.86433005963,,,266-002430,02221828-3651516,,,4.96562768051808E+018,17493014,,STAR,tmgaia2,tmgaia2,278.989,0.086,126.91,0.119,gaia2,32.908,0.0778,16.25,0.2,14.5588,0.000995,13.045,0.008,cdwrf,cdwrf,2945,157,5.0063,0.0165,,,0.236,0.007,0.205,0.02,30.3613,0.0723,,,0.0721,0.0724,35.57772532917,-36.86378365101
415957794,18,4.25264143231776,0.107907290121951,2.58977496292683,4.012557,Gaia DR2 349716170186042880,28.4579442980969,0.098635756712302,44.457518197538,0.080958976957236,41.9612740851508,1.3349943,28.45649602076,44.4579350032,,,673-009581,01534955+4427284,,J015349.79+442727.5,3.49716170186043E+017,52086849,,STAR,tmgaia2,tmgaia2,240.092,0.147,-96.809,0.145,gaia2,41.9613,0.1275,15.458,0.086,13.7543,0.00166,12.296,0.009,cdwrf,cdwrf,3028,157,4.9992,0.0151,,,0.241,0.007,0.211,0.02,23.8155,0.0728,,,0.0727,0.073,28.4579442981,44.45751819754
98615312,19,3.19870335582401,0.106921411151792,2.56611386764301,1.872915,Gaia DR2 211890772739146112,79.6859118203097,0.107824841896784,46.4994228605183,0.095034415326794,20.9533808372816,1.2738733,79.68563616948,46.49990727825,,,683-037184,05184455+4629597,,J051844.59+462958.4,2.11890772739146E+017,53522686,,STAR,tmgaia2,tmgaia2,44.07,2,-112.51,2,sblink,,,14.536,0.069,13.0804,0.000447,11.708,0.007,cdwrf,cdwrf,3171,157,4.7488,0.0076,,,0.487,0.014,0.485,0.02,39.8181,,,,,,79.68591182031,46.49942286052
89615401,10,4.13003263358074,0.10597362570536,2.54336701692863,1.550085,Gaia DR2 5316492286307567488,127.437784603489,0.054376528134844,-54.5968381563114,0.057833955921928,20.2660016997974,1.3582163,127.43826481827,-54.59716679497,,,178-018858,08294519-5435498,,J082945.10-543549.0,5.31649228630757E+018,,,STAR,tmgaia2,tmgaia2,-64.614,0.127,76.329,0.127,gaia2,20.266,0.0597,17.018,1.133,15.1634,0.000986,13.688,0.008,cdwrf,cdwrf,3055,157,4.9764,0.0119,,,0.258,0.008,0.229,0.02,49.2741,0.1461,,,0.1457,0.1464,127.43778460349,-54.59683815631
8259902,21,8.14677785542696,0.105280897747034,2.52674154592882,4.676379,Gaia DR2 779689606794219136,161.800852209259,0.087698820843641,40.445339471175,0.097794002134256,40.1281053806365,1.4531364,161.80254948463,40.44547723654,,,,10471265+4026437,1.23766219505579E+018,,7.79689606794219E+017,,,STAR,tmgaia2,tmgaia2,-300,8,-32,8,sblink,,,18,0.2,15.183,0.000819,13.549,0.008,cdwrf,cdwrf,2832,157,5.1051,0.033,,,0.179,0.005,0.149,0.02,,,,,,,161.80085220926,40.44533947118
